2337,Hermione Granger,it's also quite dangerous.
2338,Hermione Granger,the mandrake's cry is fatal to anyone who hears it.
2339,Pomona Sprout,excellent!
2340,Pomona Sprout,ten points to gryffindor!
2341,Pomona Sprout,now as our mandrakes are still only seedlings their cries won't kill you yet.
2342,Pomona Sprout,but they could knock you out for several hours which is why i have given each of you a pair of earmuffs for auditory protection.
2343,Pomona Sprout,so could you please put them on right away?
2344,Pomona Sprout,quickly!
2345,Pomona Sprout,flaps tight down and watch me closely.
2346,Pomona Sprout,you grasp your mandrake firmly you pull it sharply up out of the pot…
2347,All,aah!
2348,All,ooh!
2349,Pomona Sprout,got it?
2350,Pomona Sprout,and… now you dunk it down into the other pot and pour a little sprinkling of soil to keep him warm.
2351,Neville Longbottom,uhh…
2352,Pomona Sprout,uh longbottom's been neglecting his earmuffs.
2353,Seamus Finnigan,no ma'am he's just fainted.
2354,Pomona Sprout,yes well just leave him there.
2355,Pomona Sprout,right!
2356,Pomona Sprout,on we go!
2357,Pomona Sprout,plenty of pots to go around.
2358,Pomona Sprout,grasp your mandrake and pull it up!
2359,Other,there's nearly-headless-nick!
2360,Nearly Headless Nick,hello percy.
2361,Nearly Headless Nick,miss clearwater.
2362,Percy Weasley,hello sir nicholas!
2363,Ron Weasley,huhh… say it i'm doomed.
2364,Harry Potter,you're doomed.
2365,Colin Creevey,hi harry!
2366,Colin Creevey,i'm colin creevy!
2367,Colin Creevey,i'm in gryffindor too!
2368,Harry Potter,oh- hi colin.
2369,Harry Potter,nice to meet you.
2370,Dean Thomas,ron?
2371,Dean Thomas,is that your owl?
2372,Students,ha-ha… ha ha.
2373,Ron Weasley,bloody bird's a menace.
2374,Ron Weasley,oh no!
2375,Seamus Finnigan,look everyone!
2376,Seamus Finnigan,weasley's got himself a howler!
2377,Neville Longbottom,go on ron.
2378,Neville Longbottom,i ignored one from my gran once.
2379,Neville Longbottom,it was horrible.
2380,Howler,ronald weasley!
2381,Howler,how dare you steal that car!
2382,Howler,i am absolutley disgusted!
2383,Howler,your father's now facing an inquiry at work and it's entirely your fault!
2384,Howler,if you put another toe out of line we'll bring you straight home!
2385,Howler,oh and ginny dear congratulations on making gryffindor.
2386,Howler,your father and i are so proud.
2387,Howler,thhhhbt!
2388,Gilderoy Lockhart,let me introduce you to your new defense against the dark arts teacher… me!
2389,Gilderoy Lockhart,gilderoy lockhart order of merlin third class honorary member of the dark force defense league and five-times winner of witch weekly's most-charming-smile award- but i don't talk about that.
2390,Gilderoy Lockhart,i didn't get rid of the bandon banshee by smiling at him.
2391,Gilderoy Lockhart,huh huh huh… hee hee… now- be warned!
2392,Gilderoy Lockhart,it is my job to arm you against the foulest creatures known to wizardkind.
2393,Gilderoy Lockhart,you may find yourselves facing your worst fears in this room.
2394,Gilderoy Lockhart,know only that no harm can befall you whilst i am here.
2395,Gilderoy Lockhart,i must ask you not to scream.
2396,Gilderoy Lockhart,it might… provoke them!
2397,Seamus Finnigan,cornish pixies?
2398,Gilderoy Lockhart,freshly caught cornish pixies!
2399,Seamus Finnigan,ha ha.
2400,Seamus Finnigan,ha ha ha…
2401,Gilderoy Lockhart,laugh if you will mr. finnigan but pixies can be devilish tricky little blighters.
2402,Gilderoy Lockhart,let's see what you make of them ha!
2403,Gilderoy Lockhart,come on now- round them up round them up they're only pixies!
2404,Pixie,just stay there!
2405,Neville Longbottom,ah!
2406,Neville Longbottom,aaah!
2407,Neville Longbottom,aaah!
2408,Neville Longbottom,aah- aah!
2409,Neville Longbottom,hey get me down!
2410,Hermione Granger,get off me!
2411,Harry Potter,stop!
2412,Harry Potter,stop!
2413,Harry Potter,hold still!
2414,Gilderoy Lockhart,peskipiksi pesternomi!
2415,Pixie,hee hee hee!
2416,Pixie,yeeee-haw!
2417,Pixie,wheee!
2418,Gilderoy Lockhart,i'll ask you three to just nip the rest of them back into their cage!
2419,Ron Weasley,what do we do now?
2420,Hermione Granger,immobulus!
2421,Neville Longbottom,why is it always me?
2422,Oliver Wood,i spent the summer devising a whole new quidditch program.
2423,Oliver Wood,we are gonna train earlier harder and longer.
2424,Oliver Wood,what- i don't believe it!
2425,Oliver Wood,where do you think you're goin' flint?
2426,Marcus Flint,quidditch practice.
2427,Oliver Wood,i booked the pitch for gryffindor today.
2428,Marcus Flint,easy wood.
2429,Marcus Flint,i've got a note.
2430,Ron Weasley,uh-oh.
2431,Ron Weasley,i smell trouble.
2432,Oliver Wood,“i professor severus snape do hereby give the slytherin team permission to practice today owing to the need to train their new seeker.” you've got a new seeker.
2433,Oliver Wood,who?
2434,Harry Potter,malfoy?
2435,Draco Malfoy,that's right.
2436,Draco Malfoy,and that's not all that new this year.
2437,Ron Weasley,those are nimbus two thousand and ones!
2438,Ron Weasley,how did you get those?
2439,Marcus Flint,a gift from draco's father.
2440,Draco Malfoy,you see weasley unlike some my father can afford the best.
2441,Hermione Granger,at least no one on the gryffindor team had to buy their way in.
2442,Hermione Granger,they got it on pure talent.
2443,Draco Malfoy,no one asked your opinion you filthy little mudblood!
2444,Ron Weasley,you'll pay for that one malfoy.
2445,Ron Weasley,eat slugs!
2446,Students,ha ha ha!
2447,Draco Malfoy,ha ha!
2448,Hermione Granger,you okay ron?
2449,Hermione Granger,say something!
2450,Other,ooh!
2451,Other,ugh!
2452,Other,yech!
2453,Colin Creevey,wow!
2454,Colin Creevey,can you turn him around harry?
2455,Harry Potter,no colin!
2456,Harry Potter,get out of the way!
2457,Harry Potter,let's take him to hagrid's.
2458,Harry Potter,he'll know what to do.
2459,Students,ha ha ha…
2460,Draco Malfoy,ha ha…
2461,Rubeus Hagrid,wo this calls for a specialist's equipment.
2462,Rubeus Hagrid,nothin' to do but wait'll it stops i'm afraid.
2463,Harry Potter,ah!
2464,Harry Potter,oh… okay.
2465,Rubeus Hagrid,better out than in.
2466,Rubeus Hagrid,who's ron tryin' to curse anyway?
2467,Harry Potter,malfoy.
2468,Harry Potter,he called hermione …um well i don't- i don't know exactly what it means.
2469,Hermione Granger,he called me a mudblood.
2470,Rubeus Hagrid,he did not!
2471,Harry Potter,what's a mudblood?
2472,Hermione Granger,it means “dirty blood.” mudblood's a really foul name for someone who is muggle-born.
2473,Hermione Granger,someone with non-magic parents.
2474,Hermione Granger,someone like me.
2475,Hermione Granger,it's not a term one usually hears in civilized conversation.
2476,Rubeus Hagrid,see the thing is harry there're some wizards like the malfoy family who think they're better'n everyone else because they're what people call “pure blood.”
2477,Harry Potter,that's horrible!
2478,Ron Weasley,it's disgusting.
2479,Rubeus Hagrid,and it's codswallop to boot.
2480,Rubeus Hagrid,“dirty blood.” why there isn't a wizard alive today that's not half blood or less.
2481,Rubeus Hagrid,more ter the point they've yet to think of a spell that our hermione can' do.
2482,Rubeus Hagrid,come here… don't you think on it hermione.
2483,Rubeus Hagrid,don't you think on it for one minute… eh?
2484,Gilderoy Lockhart,harry harry harry… can you possibly imagine a better way to serve detention than by helping me to answer my fan mail?
2485,Harry Potter,not really.
2486,Gilderoy Lockhart,fame is a fickle friend harry.
2487,Gilderoy Lockhart,celebrity is as celebrity does.
2488,Gilderoy Lockhart,remember that.
2489,Basilisk,come come come to me.
2490,Basilisk,come to me!
2491,Harry Potter,what?
2492,Gilderoy Lockhart,sorry?
2493,Harry Potter,that voice.
2494,Gilderoy Lockhart,voice?
2495,Harry Potter,didn't you hear it?
2496,Gilderoy Lockhart,what are you talking about harry?
2497,Gilderoy Lockhart,i think we're getting a bit a- drowsy.
2498,Gilderoy Lockhart,and great scott- no wonder!
2499,Gilderoy Lockhart,look at the time!
2500,Gilderoy Lockhart,we've been here nearly four hours!
2501,Gilderoy Lockhart,spooky how the time flies when one's having fun.
2502,Gilderoy Lockhart,heh heh.
2503,Harry Potter,spooky.
2504,Basilisk,blood.
2505,Basilisk,i smell blood.
2506,Basilisk,let me rip you.
2507,Basilisk,let me kill you.
2508,Basilisk,kill!
2509,Basilisk,kill!
2510,Hermione Granger,harry!
2511,Harry Potter,did you hear it?
2512,Ron Weasley,hear what?
2513,Harry Potter,that voice.
2514,Hermione Granger,voice?
2515,Hermione Granger,what voice?
2516,Harry Potter,i heard it first in lockhart's office.
2517,Harry Potter,and then again just—
2518,Basilisk,it's time.
2519,Harry Potter,it's moving.
2520,Harry Potter,i think it's going to kill.
2521,Ron Weasley,kill?
2522,Hermione Granger,harry wait!
2523,Hermione Granger,not so fast!
2524,Harry Potter,strange.
2525,Harry Potter,i've never seen spiders act like that.
2526,Ron Weasley,i don't like spiders… what's that?
2527,Hermione Granger,'the chamber of secrets has been opened… enemies the heir… beware.'
2528,Hermione Granger,it's written in blood.
2529,Harry Potter,oh no… it's filch's cat.
2530,Harry Potter,it's mrs. norris.
2531,Students,ahhh!
2532,Students,what's that?
2533,Poppy Pomfrey,oh!
2534,Draco Malfoy,'enemies of the heir beware!'
2535,Draco Malfoy,you'll be next mudbloods!
2536,Argus Filch,what's going on 'ere?
2537,Argus Filch,go on make way make way.
2538,Argus Filch,potter-- what are you…mrs.
2539,Argus Filch,norris?
2540,Argus Filch,you've…murdered my cat.
2541,Harry Potter,no.
2542,Harry Potter,no.
2543,Argus Filch,i'll kill ya… i'll kill ya!
2544,Albus Dumbledore,argus!
2545,Albus Dumbledore,argus i… everyone will proceed to their dormitories immediately.
2546,Albus Dumbledore,everyone except… you three.
2547,Other,ravenclaws follow me!
2548,Albus Dumbledore,she's not dead argus.
2549,Albus Dumbledore,she has been petrified.
2550,Gilderoy Lockhart,ah thought so.
2551,Gilderoy Lockhart,so unlucky i wasn't there.
2552,Gilderoy Lockhart,i know exactly the counter curse that could have spared her.
2553,Albus Dumbledore,but how she has been petrified i cannot say…
2554,Argus Filch,ask him.
2555,Argus Filch,it's him who's done it.
2556,Argus Filch,you saw what he wrote on the wall.
2557,Harry Potter,it's not true sir i swear.
2558,Harry Potter,i never touched mrs. norris.
2559,Argus Filch,rubbish!
2560,Severus Snape,if i might headmaster?
2561,Severus Snape,perhaps potter and his friends were simply in the wrong place at the wrong time.
2562,Severus Snape,however the circumstances are suspicious.
2563,Severus Snape,i for one don't recall seeing potter at dinner.
2564,Gilderoy Lockhart,i'm afraid that's my doing severus.
2565,Gilderoy Lockhart,you see harry was helping me answer my fan mail.
2566,Hermione Granger,that's why ron and i went looking for him professor.
2567,Hermione Granger,we'd just found him when he said…
2568,Severus Snape,yes miss granger?
2569,Harry Potter,when i said i wasn't hungry.
2570,Harry Potter,we were heading back to the common room when we found mrs. norris.
2571,Albus Dumbledore,innocent until proven guilty severus.
2572,Argus Filch,my cat has been petrified.
2573,Argus Filch,i wanna see some punishment!
2574,Albus Dumbledore,we will be able to cure her argus.
2575,Albus Dumbledore,as i understand it madame sprout has a very healthy growth of mandrakes.
2576,Albus Dumbledore,when matured a potion will be made which will revive mrs. norris.
2577,Albus Dumbledore,and in the meantime i strongly recommend caution… to all.
2578,Hermione Granger,it's a bit strange isn't it?
2579,Harry Potter,strange?
2580,Hermione Granger,you hear this voice a voice only you can hear and then mrs. norris turns up petrified.
2581,Hermione Granger,it's just… strange.
2582,Harry Potter,do you think i should have told them?
2583,Harry Potter,dumbledore and the others i mean?
2584,Ron Weasley,are you mad?
2585,Hermione Granger,no harry.
2586,Hermione Granger,even in the wizarding world hearing voices isn't a good sign.
2587,Man in a painting,she's right you know.
2588,Minerva McGonagall,could i have your attention please?
2589,Minerva McGonagall,right.
2590,Minerva McGonagall,now today we will be transforming animals into water goblets.
2591,Minerva McGonagall,like so.
2592,Minerva McGonagall,one two three vera verto.
2593,Minerva McGonagall,now it's your turn.
2594,Minerva McGonagall,well who would like to go first?
2595,Minerva McGonagall,ah!
2596,Minerva McGonagall,mr. weasley.
2597,Minerva McGonagall,“one two three.
2598,Minerva McGonagall,vera verto.”
2599,Ron Weasley,ahem.
2600,Ron Weasley,vera verto!
2601,Students,ha ha ha ha ha…
2602,Minerva McGonagall,that wand needs replacing mr. weasley.
2603,Minerva McGonagall,yes miss granger?
2604,Hermione Granger,professor i was wondering if you could tell us about…the chamber of secrets?
2605,Minerva McGonagall,well very well.
2606,Minerva McGonagall,well you all know of course that hogwarts was founded over a thousand years ago by the four greatest witches and wizards of the age: godric gryffindor helga hufflepuff rowena ravenclaw and salazar slytherin.
2607,Minerva McGonagall,now three of the founders coexisted quite harmoniously.
2608,Minerva McGonagall,one did not.
2609,Ron Weasley,three guesses who.
2610,Minerva McGonagall,salazar slytherin wished to be more selective about the students admitted to hogwarts.
2611,Minerva McGonagall,he believed magical learning should be kept within all-magic families.
2612,Minerva McGonagall,in other words “pure-bloods.” unable to sway the others he decided to leave the school.
2613,Minerva McGonagall,now according to legend slytherin had built a hidden chamber in this castle known as the chamber of secrets.
2614,Minerva McGonagall,though shortly before departing he sealed it until that time when his own true heir returned to the school.
2615,Minerva McGonagall,the heir alone would be able to open the chamber and unleash the horror within and by so doing purge the school of all those who in slytherin's view were unworthy to study magic.
2616,Hermione Granger,muggle-borns.
2617,Minerva McGonagall,well naturally the school had been searched many times.
2618,Minerva McGonagall,no such chamber has been found.
2619,Hermione Granger,professor?
2620,Hermione Granger,what exactly does legend tell us lies within the chamber?
2621,Minerva McGonagall,well the chamber is said to home to something that only the heir of slytherin can control.
2622,Minerva McGonagall,it is said to be the home of a monster.
2623,Ron Weasley,d'you think it's true?
2624,Ron Weasley,d'you think there really is a chamber of secrets?
2625,Hermione Granger,yes.
2626,Hermione Granger,couldn't you tell?
2627,Hermione Granger,mcgonagall's worried.
2628,Hermione Granger,all the teachers are.
2629,Harry Potter,well if there really is a chamber of secrets a-and it really has been opened then that means---
2630,Hermione Granger,the heir of slytherin has returned to hogwarts.
2631,Hermione Granger,the question is who is it?
2632,Ron Weasley,let's think.
2633,Ron Weasley,who do we know who thinks all muggle-borns are scum?
2634,Hermione Granger,if you're talking about malfoy.
2635,Ron Weasley,of course.
2636,Ron Weasley,you heard him!
2637,Ron Weasley,'you'll be next mudbloods'
2638,Hermione Granger,i heard him.
2639,Hermione Granger,but malfoy the heir of slytherin?
2640,Harry Potter,well maybe ron's right hermione.
2641,Harry Potter,i mean look at his family.
2642,Harry Potter,the whole lot of them have been in slytherin for centuries.
2643,Ron Weasley,crabbe and goyle must know.
2644,Ron Weasley,maybe we could trick them into telling.
2645,Hermione Granger,even they aren't that thick.
2646,Hermione Granger,but there might be another way.
2647,Hermione Granger,mind you it would be difficult.
2648,Hermione Granger,not to mention we would be breaking about fifty school rules.
2649,Hermione Granger,and it'll be dangerous.
2650,Hermione Granger,very dangerous.
2651,Hermione Granger,here it is.
2652,Hermione Granger,'the polyjuice potion.'
2653,Hermione Granger,'properly brewed the polyjuice potion allows the drinker to transform himself temporarily into the physical form of another.'
2654,Ron Weasley,do you mean if harry and i drink that stuff we'll turn into crabbe and goyle?
2655,Hermione Granger,yes.
2656,Ron Weasley,wicked!
2657,Ron Weasley,malfoy'll tell us anything.
2658,Hermione Granger,exactly.
2659,Hermione Granger,but it's tricky.
2660,Hermione Granger,i've never seen a more complicated potion.
2661,Harry Potter,well how long will it take to make?
2662,Hermione Granger,a month.
2663,Harry Potter,a month?
2664,Harry Potter,but hermione if malfoy is the heir of slytherin he could attack half the muggle-borns in the school by then.
2665,Hermione Granger,i know.
2666,Hermione Granger,but it's the only plan we've got.
2667,Students,yeah!
2668,Students,come on slytherin!
2669,Lee Jordan,another goal for slytherin!
2670,Lee Jordan,they lead gryffindor ninety to thirty!
2671,Marcus Flint,yeah!
2672,Marcus Flint,yeah!
2673,Draco Malfoy,all right there scarhead?
2674,Oliver Wood,watch yourself harry!
2675,Harry Potter,wood!
2676,Harry Potter,look out!
2677,Rubeus Hagrid,blimey!
2678,Rubeus Hagrid,harry's got himself a rogue bludger!
2679,Rubeus Hagrid,that's been tampered with that has!
2680,Ron Weasley,i'll stop it.
2681,Hermione Granger,no!
2682,Hermione Granger,even with a proper wand it's too risky.
2683,Hermione Granger,you could hit harry!
2684,Draco Malfoy,training for the ballet potter?
2685,Draco Malfoy,you'll never catch me potter!
2686,Hermione Granger,let's go.
2687,Lee Jordan,harry potter has caught the snitch!
2688,Lee Jordan,gryffindor wins!
2689,Hermione Granger,finite incantatem!
2690,Harry Potter,thank you.
2691,Hermione Granger,are you okay?
2692,Harry Potter,no i think my- i think my arm's broken.
2693,Gilderoy Lockhart,not to worry harry.
2694,Gilderoy Lockhart,i will fix that arm of yours straight away.
2695,Harry Potter,no not you.
2696,Gilderoy Lockhart,oh poor boy doesn't know what he's saying.
2697,Gilderoy Lockhart,now this… won't hurt a bit.
2698,Gilderoy Lockhart,brackium emendo!
2699,Students,oh!
2700,Students,ooh!
2701,Students,ugh!
2702,Gilderoy Lockhart,ah yes well ha that can sometimes happen um butuh the point is uh…
2703,Other,ohh!
2704,Other,uhh!
2705,Gilderoy Lockhart,…you can no longer feel any pain and heh- very clearly the bones are not broken.
2706,Rubeus Hagrid,broken?
2707,Rubeus Hagrid,there's no bones left!
2708,Students,uh-huh-ugh!
2709,Gilderoy Lockhart,much more flexible though.
2710,Draco Malfoy,uhh uhhh…
2711,Poppy Pomfrey,oh mr. malfoy stop making such a fuss you can go.
2712,Poppy Pomfrey,out of my way.
2713,Poppy Pomfrey,out of my way!
2714,Poppy Pomfrey,should've been brought straight to me.
2715,Poppy Pomfrey,i can mend bones in a heartbeat- but growing them back…
2716,Hermione Granger,you will be able to won't you?
2717,Poppy Pomfrey,oh i'll be able to certainly.
2718,Poppy Pomfrey,but it'll be painful.
2719,Poppy Pomfrey,you're in for a rough night potter.
2720,Poppy Pomfrey,regrowing bones is a nasty business.
2721,Harry Potter,ugh!
2722,Poppy Pomfrey,well what do you expect?
2723,Poppy Pomfrey,pumpkin juice?
2724,Harry Potter,uh!
2725,Basilisk,kill.
2726,Basilisk,kill… time to kill!
2727,Dobby,hello!
2728,Harry Potter,dobby?
2729,Dobby,harry potter should have listened to dobby!
2730,Dobby,harry potter should have gone back home when he missed the train.
2731,Harry Potter,it was you… you stopped the barrier from letting ron and me through.
2732,Dobby,indeed.
2733,Dobby,yes sir.
2734,Harry Potter,you nearly got ron and me expelled!
2735,Dobby,at least you would be away from here.
2736,Dobby,harry potter must go home!
2737,Dobby,dobby thought his bludger would be enough to make harry potter see that---
2738,Harry Potter,your bludger?
2739,Harry Potter,you made that bludger chase after me?
2740,Dobby,uhuh… dobby feels most aggrieved sir.
2741,Dobby,dobby had to iron his hands.
2742,Harry Potter,you'd better clear off before my bones come back dobby or i might strangle you!
2743,Dobby,uh-huh-huh… dobby is used to death threats sir.
2744,Dobby,dobby gets them five times a day at home.
2745,Harry Potter,i don't suppose you could tell me why you're trying to kill me?
2746,Dobby,not kill you sir never kill you!
2747,Dobby,dobby remembers how it was before harry potter triumphed over he-who-must-not-be-named.
2748,Dobby,we house elves were treated like vermin sir.
2749,Dobby,of course dobby is still treated like vermin…uh huh huh huh!
2750,Dobby,aah ahh…
2751,Harry Potter,why do you wear that thing dobby?
2752,Dobby,this sir?
2753,Dobby,it is a mark of the house-elves' enslavement.
2754,Dobby,dobby can only be freed if his master presents him with clothes.
2755,Dobby,ah!
2756,Dobby,listen.
2757,Dobby,listen!
2758,Dobby,terrible things are about to happen at hogwarts.
2759,Dobby,harry potter must not stay here now that history is to repeat itself.
2760,Harry Potter,repeat itself?
2761,Harry Potter,you mean this has happened before?
2762,Dobby,ah!
2763,Dobby,i shouldn't have said that!
2764,Dobby,oh!
2765,Dobby,ah!
2766,Dobby,dah!
2767,Dobby,bad dobby!
2768,Dobby,bad!
2769,Harry Potter,dobby stop it!
2770,Harry Potter,stop it!
2771,Harry Potter,stop dobby!
2772,Harry Potter,tell me dobby.
2773,Harry Potter,when did this happen before?
2774,Harry Potter,who's doing it now?
2775,Dobby,dobby cannot say sir.
2776,Dobby,dobby only wants harry potter to be safe.
2777,Harry Potter,no dobby.
2778,Harry Potter,tell me.
2779,Harry Potter,who is it?
2780,Poppy Pomfrey,put him here.
2781,Poppy Pomfrey,what happened?
2782,Albus Dumbledore,there's been another attack.
2783,Minerva McGonagall,i think- do ya know- i think he's been petrified madame pomfrey.
2784,Minerva McGonagall,look!
2785,Minerva McGonagall,perhaps he managed to take a picture of his attacker…
2786,Minerva McGonagall,what can this mean albus?
2787,Albus Dumbledore,it means…that our students are in great danger.
2788,Minerva McGonagall,what should i tell the staff.
2789,Albus Dumbledore,the truth.
2790,Albus Dumbledore,tell them hogwarts is no longer safe.
2791,Albus Dumbledore,it is as we feared minerva.
2792,Albus Dumbledore,the chamber of secrets has indeed been opened again.
2793,Hermione Granger,again?
2794,Hermione Granger,you mean the chamber of secrets has been opened before?
2795,Ron Weasley,of course.
2796,Ron Weasley,don't you see?
2797,Ron Weasley,lucius malfoy must have opened it when he was at school here.
2798,Ron Weasley,and now he's taught draco how to do it.
2799,Hermione Granger,maybe.
2800,Hermione Granger,we'll have to wait for the polyjuice potion to know for sure.
2801,Ron Weasley,enlighten me.
2802,Ron Weasley,why are we brewing this potion in broad daylight in the middle of a girl's lavatory?
2803,Ron Weasley,don't you think we'll get caught?
2804,Hermione Granger,heh… no.
2805,Hermione Granger,no one ever comes in here.
2806,Ron Weasley,why?
2807,Hermione Granger,moaning myrtle.
2808,Ron Weasley,who?
2809,Hermione Granger,moaning myrtle.
2810,Ron Weasley,who's moaning myrtle?
2811,Moaning Myrtle,i'm moaning myrtle!
2812,Moaning Myrtle,i wouldn't expect you to know me!
2813,Moaning Myrtle,who would ever talk about ugly miserable moping moaning myrtle?
2814,Moaning Myrtle,huh…aaaah!
2815,Hermione Granger,she's a little sensitive.
2816,Gilderoy Lockhart,gather 'round gather 'round!
2817,Gilderoy Lockhart,can everybody see me?
2818,Gilderoy Lockhart,can you all hear me?
2819,Gilderoy Lockhart,excellent!
2820,Gilderoy Lockhart,in light of the dark events of recent weeks professor dumbledore has granted me permission to start this little dueling club to train you all up in case you ever need to defend yourselves as i myself have done on countless occasions- for full details see my published works.
2821,Gilderoy Lockhart,let me introduce my assistant professor snape.
2822,Gilderoy Lockhart,he has sportingly agreed to help me with a short demonstration.
2823,Gilderoy Lockhart,now i don't want any of you youngsters to worry- you'll still have your potions master when i'm through with him never fear.
2824,Gilderoy Lockhart,one two three.
2825,Severus Snape,expelliarmus!
2826,Gilderoy Lockhart,whoaah!
2827,Hermione Granger,do you think he's all right?
2828,Ron Weasley,who cares?
2829,Gilderoy Lockhart,an excellent idea to show them that professor snape but if you don't mind me saying it was pretty obvious- ah- what you were about to do.
2830,Gilderoy Lockhart,and if i had wanted to stop you it would have been only too easy.
2831,Severus Snape,perhaps it would be prudent to first teach the students to block unfriendly spells professor.
2832,Gilderoy Lockhart,an excellent suggestion professor snape!
2833,Gilderoy Lockhart,ah… let's have a volunteer pair!
2834,Gilderoy Lockhart,um potter weasley how about you?
2835,Severus Snape,weasley's wand causes devastation with the simplest spells.
2836,Severus Snape,we'll be sending potter to the hospital wing in a matchbox.
2837,Severus Snape,might i suggest someone from my own house?
2838,Severus Snape,malfoy perhaps?
2839,Gilderoy Lockhart,good luck potter.
2840,Harry Potter,thank you sir.
2841,Gilderoy Lockhart,wands at the ready.
2842,Draco Malfoy,scared potter?
2843,Harry Potter,you wish.
2844,Gilderoy Lockhart,on the count of three cast your charms to disarm your opponent- only to disarm.
2845,Gilderoy Lockhart,we don't want any accidents here.
2846,Gilderoy Lockhart,one two--
2847,Draco Malfoy,everte statium!
2848,Hermione Granger,oh!
2849,Vincent Crabbe,ha ha ha ha ha!
2850,Harry Potter,rictusempra!
2851,Gilderoy Lockhart,i said disarm only!
2852,Draco Malfoy,serpensortia!
2853,Severus Snape,don't move potter.
2854,Severus Snape,i'll get rid of it for you.
2855,Gilderoy Lockhart,allow me professor snape.
2856,Gilderoy Lockhart,alarte ascendare!
2857,Harry Potter,sya- hassa- she.
2858,Harry Potter,sya- hasi- heth.
2859,Harry Potter,sya- hasi- heth.
2860,Severus Snape,vipera evenesca.
2861,Justin Finch-Fletchley,what are you playing at?
2862,Ron Weasley,you're a parselmouth?
2863,Ron Weasley,why didn't you tell us?
2864,Harry Potter,i'm a what?
2865,Hermione Granger,you can talk to snakes.
2866,Harry Potter,i know.
2867,Harry Potter,i mean i accidentally set a python on my cousin dudley at the zoo once.
2868,Harry Potter,uh once!
2869,Harry Potter,but so what?
2870,Harry Potter,i bet loads of people here can do it.
2871,Hermione Granger,no they can't.
2872,Hermione Granger,it's not a very common gift harry.
2873,Hermione Granger,this is bad.
2874,Harry Potter,what's bad?
2875,Harry Potter,if i hadn't told that snake not to attack justin.
2876,Ron Weasley,oh that's what you said to it!
2877,Harry Potter,you were there!
2878,Harry Potter,you heard me!
2879,Ron Weasley,i heard you speaking parseltongue.
2880,Ron Weasley,snake language?
2881,Harry Potter,i spoke a different language?
2882,Harry Potter,but- i didn't realize i- how can i speak a language without knowing i can?
2883,Hermione Granger,i don't know harry but it sounded like you were egging the snake on or something.
2884,Hermione Granger,harry listen to me.
2885,Hermione Granger,there's a reason the symbol of slytherin house is a serpent.
2886,Hermione Granger,salazar slytherin was a parselmouth.
2887,Hermione Granger,he could talk to snakes too.
2888,Ron Weasley,exactly!
2889,Ron Weasley,now the whole school's gonna think you're his great- greatgreat grandson or something.
2890,Harry Potter,but i'm not… i can't be.
2891,Hermione Granger,he lived a thousand years ago; for all we know you could be.
2892,Students,nan
2893,Harry Potter,i'll see you back in the common room.
2894,Basilisk,blood…i want blood…they all must die.
2895,Basilisk,kill… kill… kill!
2896,Basilisk,time to kill.
2897,Argus Filch,caught in the act!
2898,Argus Filch,i'll have you out this time potter.
2899,Argus Filch,mark my words.
2900,Harry Potter,no!
2901,Harry Potter,mr. filch!
2902,Harry Potter,y-you- you don't understand!
2903,Minerva McGonagall,oh!
2904,Harry Potter,professor… i swear i didn't!
2905,Minerva McGonagall,this is out of my hands potter.
2906,Minerva McGonagall,professor dumbledore will be waiting for you.
2907,Minerva McGonagall,sherbet lemon.
2908,Harry Potter,professor dumbledore?
2909,Sorting Hat,bee in your bonnet potter?
2910,Harry Potter,i… i-i was- i was just wondering if you'd put me in the right house.
2911,Sorting Hat,yes you were particularly difficult to place.
2912,Sorting Hat,but i stand by what i said last year-- you would have done well in slytherin.
2913,Harry Potter,you're wrong.
2914,Sorting Hat,umm…
2915,Albus Dumbledore,harry?
2916,Harry Potter,professor!
2917,Harry Potter,sir your bird- there was nothing i could do- he- he just caught fire!
2918,Albus Dumbledore,oh and about time too.
2919,Albus Dumbledore,he's been looking dreadful for days.
2920,Albus Dumbledore,pity you had to see him on a burning day.
2921,Albus Dumbledore,fawkes is a phoenix harry.
2922,Albus Dumbledore,they burst into flame when it is time for them to die and then they are reborn from the ashes.
2923,Albus Dumbledore,ah fascinating creatures phoenixes.
2924,Albus Dumbledore,they can carry immensely heavy loads and their- their tears have healing powers.
2925,Rubeus Hagrid,professor dumbledore sir!
2926,Rubeus Hagrid,wait!
2927,Rubeus Hagrid,listen!
2928,Rubeus Hagrid,professor dumbledore sir it wasn't harry!
2929,Albus Dumbledore,hagrid.
2930,Rubeus Hagrid,in fact i'd be prepared ter swear it in front o' the ministry of magic!
2931,Albus Dumbledore,hagrid!
2932,Albus Dumbledore,relax.
2933,Albus Dumbledore,i do not believe that harry attacked anyone.
2934,Rubeus Hagrid,well of course you don't and… oh… oh right.
2935,Rubeus Hagrid,well i'll umhum.
2936,Rubeus Hagrid,i'll just wait outside then.
2937,Albus Dumbledore,yes.
2938,Harry Potter,you don't think it was me professor?
2939,Albus Dumbledore,no harry.
2940,Albus Dumbledore,i do not think it was you… but i must ask you is there something you wish to tell me?
2941,Harry Potter,no sir.
2942,Harry Potter,nothing.
2943,Albus Dumbledore,very well then.
2944,Albus Dumbledore,off you go.
2945,Hermione Granger,everything's set.
2946,Hermione Granger,we just need a bit of who you're changing into.
